Locator Name,Locator Status,Locator Mode,Locator IP,Locator Sensitivity,timeLastGoodPacketTS,timeLastPacketTS
Z1-L06,ok,Track,192.168.123.194,-9,94651008.6743164,89178059.6743164
Z3-L07,ok,Track,192.168.123.234,-6,89110222.68579102,89087663.68579102
Z4-L08,ok,Track,192.168.123.154,-9,89153723.69042969,89149779.69042969
Z2-L08,ok,Track,192.168.123.213,-9,113937471.6940918,89193764.6940918
Z1-L13,ok,Track,192.168.123.218,-9,89034222.69799805,89034227.69799805
Z1-L05,ok,Track,192.168.123.152,-9,89050040.70166016,89050044.70166016
Z3-L09,ok,Track,192.168.123.173,-9,89060021.70507812,89060033.70507812
Z3-L10,ok,Track,192.168.123.242,-9,89139673.70874023,89130137.70874023
Z3-L06,ok,Track,192.168.123.236,-6,89068333.71191406,89068350.71191406
Z4-L07,ok,Track,192.168.123.178,-9,89129311.71557617,89129326.71557617
Z4-L03,ok,Track,192.168.123.225,-9,89109414.71875,89109431.71875
Z2-L01,ok,Track,192.168.123.247,-9,89062266.72241211,89062280.72241211
Z1-L12,ok,Track,192.168.123.209,-9,89100253.72607422,89096916.72607422
Z1-L04,ok,Track,192.168.123.176,-9,89039915.72973633,89039521.72973633
Z4-L05,ok,Track,192.168.123.235,-9,89120627.73291016,89110122.73291016
Z4-L04,ok,Track,192.168.123.239,-9,89117872.73657227,89109327.73657227
Z4-L01,ok,Track,192.168.123.186,-9,89054165.74023438,89054179.74023438
Z1-L03,ok,Track,192.168.123.163,-9,89003497.7434082,89003507.7434082
Z5-L03,ok,Track,192.168.123.198,-6,91176771.74707031,89185463.74707031
Z1-L07,ok,Track,192.168.123.181,-9,89017578.75048828,89017584.75048828
Z1-L08,ok,Track,192.168.123.189,-9,89055691.75366211,89055702.75366211
Z3-L03,ok,Track,192.168.123.167,-9,89061559.75732422,89061581.75732422
Z3-L04,ok,Track,192.168.123.212,-9,89084639.76074219,89069152.76074219
Z2-L03,ok,Track,192.168.123.196,-9,89069618.76513672,89069546.76513672
Z1-L11,ok,Track,192.168.123.184,-9,89011789.76855469,89011792.76855469
Z3-L02,ok,Track,192.168.123.161,-6,89053243.7722168,89053254.7722168
Z2-L06,ok,Track,192.168.123.245,-9,89150677.77539062,89150698.77539062
Z5-L02,ok,Track,192.168.123.244,-6,89063275.7788086,89061581.7788086
Z2-L07,ok,Track,192.168.123.229,-9,89035841.78222656,89035849.78222656
Z3-L11,ok,Track,192.168.123.201,-9,89047694.78540039,89047703.78540039
Z1-L10,ok,Track,192.168.123.246,-9,89041119.78881836,89040923.78881836
Z4-L02,ok,Track,192.168.123.240,-9,89107975.79223633,89107261.79223633
Z3-L01,ok,Track,192.168.123.228,-6,89031867.79541016,89031877.79541016
Z5-L01,ok,Track,192.168.123.248,-6,89070255.79882812,89067426.79882812
Z1-L09,ok,Track,192.168.123.191,-9,89007763.80249023,89007765.80249023
Z2-L09,ok,Track,192.168.123.221,-9,89040623.80688477,89040627.80688477
Z3-L05,ok,Track,192.168.123.224,-6,89069234.81079102,89069246.81079102
Z5-L04,ok,Track,192.168.123.226,-6,105018912.8137207,89157131.8137207
Z2-L02,ok,Track,192.168.123.215,-9,113959897.81738281,89164431.81738281
Z4-L09,ok,Track,192.168.123.168,-9,89152620.82080078,89152143.82080078
Z1-L14,ok,Track,192.168.123.227,-9,89156492.82421875,89144328.82421875
Z4-L11,ok,Track,192.168.123.185,-9,89194363.82763672,89188005.82763672
Z2-L04,ok,Track,192.168.123.190,-9,91175028.83105469,91175038.83105469
Z2-L05,ok,Track,192.168.123.217,-9,88988757.83447266,88988762.83447266
Z4-L06,ok,Track,192.168.123.249,-9,89170693.83764648,89162327.83764648
Z3-L12,ok,Track,192.168.123.238,-9,89143283.8413086,89119915.8413086
