Locator Name,Locator Status,Locator Mode,Locator IP,Locator Sensitivity,timeLastGoodPacketTS,timeLastPacketTS
Z1-L06,ok,Track,192.168.123.194,-9,2515648.669189453,2515653.669189453
Z3-L07,ok,Track,192.168.123.234,-6,70488904.6809082,70488924.6809082
Z4-L08,ok,Track,192.168.123.154,-9,82.686279296875,85.686279296875
Z2-L08,ok,Track,192.168.123.213,-9,2529745.690673828,2529754.690673828
Z1-L13,ok,Track,192.168.123.218,-9,2611822.694580078,2611833.694580078
Z1-L05,ok,Track,192.168.123.152,-9,83298573.69799805,83298591.69799805
Z3-L09,ok,Track,192.168.123.173,-9,83291757.7019043,83291771.7019043
Z3-L10,ok,Track,192.168.123.242,-9,85478942.7055664,70535796.7055664
Z3-L06,ok,Track,192.168.123.236,-6,83312822.70922852,83312829.70922852
Z4-L07,ok,Track,192.168.123.178,-9,20100.713134765625,20111.713134765625
Z4-L03,ok,Track,192.168.123.225,-9,70493091.71679688,70493109.71679688
Z2-L01,ok,Track,192.168.123.247,-9,83317146.72070312,82591796.72070312
Z1-L12,ok,Track,192.168.123.209,-9,2528501.724609375,1680628.724609375
Z1-L04,ok,Track,192.168.123.176,-9,2569148.7280273438,2569164.7280273438
Z4-L05,ok,Track,192.168.123.235,-9,21100.73193359375,21108.73193359375
Z4-L04,ok,Track,192.168.123.239,-9,485394.7355957031,485405.7355957031
Z4-L01,ok,Track,192.168.123.186,-9,70511916.73925781,70500753.73925781
Z1-L03,ok,Track,192.168.123.163,-9,83236709.7446289,83236715.7446289
Z5-L03,ok,Track,192.168.123.198,-6,116917.748046875,116926.748046875
Z1-L07,ok,Track,192.168.123.181,-9,83243684.75195312,83243693.75195312
Z1-L08,ok,Track,192.168.123.189,-9,83300815.75561523,83297453.75561523
Z3-L03,ok,Track,192.168.123.167,-9,82577211.7590332,70467730.7590332
Z3-L04,ok,Track,192.168.123.212,-9,2534183.7626953125,2534185.7626953125
Z2-L03,ok,Track,192.168.123.196,-9,2527502.7666015625,2526915.7666015625
Z1-L11,ok,Track,192.168.123.184,-9,83223367.77001953,83223370.77001953
Z3-L02,ok,Track,192.168.123.161,-6,2530515.7739257812,2530540.7739257812
Z2-L06,ok,Track,192.168.123.245,-9,53129.777587890625,53134.777587890625
Z5-L02,ok,Track,192.168.123.244,-6,116917.78125,116926.78125
Z2-L07,ok,Track,192.168.123.229,-9,2586528.7849121094,2586541.7849121094
Z3-L11,ok,Track,192.168.123.201,-9,70516604.78833008,2532573.788330078
Z1-L10,ok,Track,192.168.123.246,-9,2616524.7919921875,2616544.7919921875
Z4-L02,ok,Track,192.168.123.240,-9,703892.7958984375,703894.7958984375
Z3-L01,ok,Track,192.168.123.228,-6,83274643.7993164,83274645.7993164
Z5-L01,ok,Track,192.168.123.248,-6,1222437.8029785156,1222447.8029785156
Z1-L09,ok,Track,192.168.123.191,-9,82586764.80688477,70466080.80688477
Z2-L09,ok,Track,192.168.123.221,-9,1140278.8115234375,1140285.8115234375
Z3-L05,ok,Track,192.168.123.224,-6,70527904.81542969,70527917.81542969
Z5-L04,ok,Track,192.168.123.226,-6,1178439.8186035156,1178447.8186035156
Z2-L02,ok,Track,192.168.123.215,-9,2539246.822265625,2539258.822265625
Z4-L09,ok,Track,192.168.123.168,-9,1222429.8271484375,1222447.8271484375
Z1-L14,ok,Track,192.168.123.227,-9,1137407.8305664062,1137413.8305664062
Z4-L11,ok,Track,192.168.123.185,-9,58128.834716796875,57136.834716796875
Z2-L04,ok,Track,192.168.123.190,-9,1186050.8381347656,1186059.8381347656
Z2-L05,ok,Track,192.168.123.217,-9,82426726.84179688,70512665.84179688
Z4-L06,ok,Track,192.168.123.249,-9,3098.845703125,3108.845703125
Z3-L12,ok,Track,192.168.123.238,-9,2530242.8491210938,2530251.8491210938
