Locator Name,Locator Status,Locator Mode,Locator IP,Locator Sensitivity,timeLastGoodPacketTS,timeLastPacketTS
Z1-L06,ok,Track,192.168.123.194,-9,4246.4931640625,4257.4931640625
Z4-L08,ok,Track,192.168.123.154,-9,2608.50830078125,43.50830078125
Z2-L08,ok,Track,192.168.123.156,-9,36148.515869140625,16994.515869140625
Z1-L13,ok,Track,192.168.123.165,-9,903090.5212402344,24324.521240234375
Z1-L05,ok,Track,192.168.123.152,-9,205.526611328125,213.526611328125
Z3-L09,ok,Track,192.168.123.173,-9,15.53125,18.53125
Z3-L10,ok,Track,192.168.123.225,-9,843.53662109375,624.53662109375
Z4-L03,waiting,Track,None,-9,1607953277468.541,624.541015625
Z4-L07,ok,Track,192.168.123.178,-9,35.5478515625,43.5478515625
Z1-L12,ok,Track,192.168.123.237,-9,64.552001953125,74.552001953125
Z1-L10,waiting,Track,None,-9,1607953277468.5566,74.556640625
Z1-L04,ok,Track,192.168.123.176,-9,15.561767578125,20.561767578125
Z4-L05,failed,Track,192.168.123.235,-9,869148106.5656738,869148113.5656738
Z4-L04,failed,Track,192.168.123.226,-9,869148108.5708008,869148113.5708008
Z4-L01,failed,Track,192.168.123.186,-9,869148098.5751953,869148113.5751953
Z1-L03,ok,Track,192.168.123.163,-9,316.5810546875,321.5810546875
Z1-L01,ok,Track,192.168.123.198,-9,198794566.58520508,198794571.58520508
Z1-L07,ok,Track,192.168.123.181,-9,14211.58984375,14223.58984375
Z1-L08,ok,Track,192.168.123.189,-9,14.59375,20.59375
Z3-L03,ok,Track,192.168.123.167,-9,106.59765625,115.59765625
Z3-L04,ok,Track,192.168.123.212,-9,66.601806640625,72.601806640625
Z2-L03,ok,Track,192.168.123.196,-9,25042.605712890625,25048.605712890625
Z1-L11,ok,Track,192.168.123.184,-9,2251.6103515625,2256.6103515625
Z3-L02,ok,Track,192.168.123.161,-9,198761947.6142578,198761955.6142578
Z2-L06,ok,Track,192.168.123.245,-9,34.618896484375,43.618896484375
Z1-L02,ok,Track,192.168.123.201,-9,198793232.62280273,198793242.62280273
Z2-L07,ok,Track,192.168.123.230,-9,26910.627197265625,23800.627197265625
Z4-L02,failed,Track,192.168.123.188,-9,869148088.6318359,869148113.6318359
Z3-L01,ok,Track,192.168.123.228,-9,198809303.63745117,198807944.63745117
Z1-L09,ok,Track,192.168.123.191,-9,813.641845703125,831.641845703125
Z2-L09,ok,Moved,192.168.123.221,-9,1041618092.6459961,1041618103.6459961
Z2-L02,ok,Track,192.168.123.215,-9,7523.650634765625,7526.650634765625
Z4-L09,ok,Track,192.168.123.168,-9,34.655029296875,43.655029296875
Z1-L14,ok,Track,192.168.123.227,-9,934.6591796875,949.6591796875
Z2-L01,waiting,Track,None,-9,1607953277468.6646,949.66455078125
Z3-L11,waiting,Track,None,-9,1607953277468.6692,949.669189453125
Z4-L11,ok,Track,192.168.123.185,-9,16891.673828125,16802.673828125
Z2-L04,ok,Track,192.168.123.190,-9,95305.67822265625,95327.67822265625
Z2-L05,ok,Track,192.168.123.204,-9,167.683837890625,184.683837890625
Z4-L06,failed,Track,192.168.123.249,-9,869148542.6879883,869148416.6879883
Z3-L12,ok,Track,192.168.123.193,-9,36.692626953125,40.692626953125
