Locator Name,Locator Status,Locator Mode,Locator IP,Locator Sensitivity,timeLastGoodPacketTS,timeLastPacketTS
Z1-L06,ok,Track,192.168.123.194,-9,2572539.5842285156,2572547.5842285156
Z3-L07,ok,Track,192.168.123.234,-6,13461545.60131836,13461571.60131836
Z4-L08,ok,Track,192.168.123.154,-9,176436.60864257812,381670.6086425781
Z2-L08,ok,Track,192.168.123.213,-9,13337498.615234375,13337507.615234375
Z1-L13,ok,Track,192.168.123.218,-9,95752862.6225586,13678031.622558594
Z1-L05,ok,Track,192.168.123.152,-9,95785920.62939453,95785923.62939453
Z3-L09,ok,Track,192.168.123.173,-9,95784596.63623047,95784609.63623047
Z3-L10,ok,Track,192.168.123.242,-9,13621851.644042969,13547690.644042969
Z3-L06,ok,Track,192.168.123.236,-6,95799223.65112305,95799236.65112305
Z4-L07,ok,Track,192.168.123.178,-9,1080240.658203125,1080249.658203125
Z4-L03,ok,Track,192.168.123.225,-9,13424940.665283203,13423750.665283203
Z2-L01,ok,Track,192.168.123.247,-9,95789941.66992188,95789952.66992188
Z1-L12,ok,Track,192.168.123.209,-9,3261484.6740722656,3261495.6740722656
Z1-L04,ok,Track,192.168.123.176,-9,95788261.67895508,95786121.67895508
Z4-L05,ok,Track,192.168.123.235,-9,293.683349609375,300.683349609375
Z4-L04,ok,Track,192.168.123.239,-9,580773.6875,580775.6875
Z4-L01,ok,Track,192.168.123.186,-9,13364127.691894531,13364135.691894531
Z1-L03,ok,Track,192.168.123.163,-9,95767618.6965332,95767619.6965332
Z5-L03,ok,Track,192.168.123.198,-6,2972042.7006835938,2972048.7006835938
Z1-L07,ok,Track,192.168.123.181,-9,95742412.70678711,95742418.70678711
Z1-L08,ok,Track,192.168.123.189,-9,95788544.71118164,95786121.71118164
Z3-L03,ok,Track,192.168.123.167,-9,95793556.71533203,95793566.71533203
Z3-L04,ok,Track,192.168.123.212,-9,13421889.719482422,13421896.719482422
Z2-L03,ok,Track,192.168.123.196,-9,1190354.7241210938,1190360.7241210938
Z1-L11,ok,Track,192.168.123.184,-9,95744930.72827148,95744938.72827148
Z3-L02,ok,Track,192.168.123.161,-6,13433463.732910156,13433465.732910156
Z2-L06,ok,Track,192.168.123.245,-9,797960.7373046875,797963.7373046875
Z5-L02,ok,Track,192.168.123.244,-6,1137311.7416992188,1137319.7416992188
Z2-L07,ok,Track,192.168.123.229,-9,13669976.74584961,13661182.74584961
Z3-L11,ok,Track,192.168.123.201,-9,13518002.74975586,13518020.74975586
Z1-L10,ok,Track,192.168.123.246,-9,95809878.75415039,95786535.75415039
Z4-L02,ok,Track,192.168.123.240,-9,9241669.758300781,9241675.758300781
Z3-L01,ok,Track,192.168.123.228,-6,95770989.76269531,95770999.76269531
Z5-L01,ok,Track,192.168.123.248,-6,13704730.766601562,13620541.766601562
Z1-L09,ok,Track,192.168.123.191,-9,95741716.7709961,95741718.7709961
Z2-L09,ok,Track,192.168.123.221,-9,3325481.7768554688,3325489.7768554688
Z3-L05,ok,Track,192.168.123.224,-6,95821995.78125,95822013.78125
Z5-L04,ok,Track,192.168.123.226,-6,3710620.7854003906,2514405.7854003906
Z2-L02,ok,Track,192.168.123.215,-9,13655886.790039062,13655891.790039062
Z4-L09,ok,Track,192.168.123.168,-9,13335129.794433594,13335143.794433594
Z1-L14,ok,Track,192.168.123.227,-9,1419543.7983398438,1419554.7983398438
Z4-L11,ok,Track,192.168.123.185,-9,1102239.802734375,1081252.802734375
Z2-L04,ok,Track,192.168.123.190,-9,2571528.807373047,2571537.807373047
Z2-L05,ok,Track,192.168.123.217,-9,13337698.811523438,13337602.811523438
Z4-L06,ok,Track,192.168.123.249,-9,294.815673828125,300.815673828125
Z3-L12,ok,Track,192.168.123.238,-9,13358900.819580078,13358902.819580078
