Z1-L06,ok,Track,192.168.123.194,-9,92508740.1430664,92508471.1430664
Z4-L08,ok,Track,192.168.123.154,-9,94609148.16552734,94332874.16552734
Z2-L08,ok,Track,192.168.123.156,-9,94351923.17163086,94347105.17163086
Z1-L13,ok,Track,192.168.123.165,-9,92482136.17626953,92481426.17626953
Z1-L05,ok,Track,192.168.123.152,-9,92491245.18066406,92491257.18066406
Z3-L09,ok,Track,192.168.123.173,-9,92489353.1850586,92489355.1850586
Z3-L10,ok,Track,192.168.123.225,-9,92708314.18945312,92639982.18945312
Z4-L03,waiting,Track,None,-9,1607883853129.1953,92639982.1953125
Z4-L07,ok,Track,192.168.123.178,-9,92670063.20361328,92670082.20361328
Z1-L12,ok,Track,192.168.123.237,-9,92507751.20776367,92501498.20776367
Z1-L10,waiting,Track,None,-9,1607883853129.2124,92501498.21240234
Z1-L04,ok,Track,192.168.123.176,-9,92487511.21679688,92487517.21679688
Z4-L05,failed,Track,192.168.123.235,-9,799723767.2214355,799723774.2214355
Z4-L04,failed,Track,192.168.123.226,-9,799723769.2258301,799723774.2258301
Z4-L01,failed,Track,192.168.123.186,-9,799723759.2297363,799723774.2297363
Z1-L03,ok,Track,192.168.123.163,-9,92475114.23388672,92475116.23388672
Z1-L01,ok,Track,192.168.123.198,-9,129370227.23803711,129370232.23803711
Z1-L07,ok,Track,192.168.123.181,-9,92475226.24267578,92475229.24267578
Z1-L08,ok,Track,192.168.123.189,-9,92490744.24682617,92490746.24682617
Z3-L03,ok,Track,192.168.123.167,-9,92492642.25097656,92492649.25097656
Z3-L04,ok,Track,192.168.123.212,-9,92498182.25561523,92496859.25561523
Z2-L03,ok,Track,192.168.123.196,-9,92493771.25976562,92493777.25976562
Z1-L11,ok,Track,192.168.123.184,-9,92479493.26391602,92479500.26391602
Z3-L02,failed,Track,192.168.123.161,-9,129337608.2680664,129337616.2680664
Z2-L06,ok,Track,192.168.123.245,-9,94336566.27246094,94336585.27246094
Z1-L02,ok,Track,192.168.123.201,-9,129368893.27685547,129368903.27685547
Z2-L07,ok,Track,192.168.123.230,-9,92489744.28125,92489752.28125
Z4-L02,failed,Track,192.168.123.188,-9,799723749.2856445,799723774.2856445
Z3-L01,failed,Track,192.168.123.228,-9,129384964.28955078,129383605.28955078
Z1-L09,ok,Track,192.168.123.191,-9,92474922.29418945,92474924.29418945
Z2-L09,ok,Moved,192.168.123.221,-9,972193753.2983398,972193764.2983398
Z2-L02,ok,Track,192.168.123.215,-9,92497695.30249023,92497703.30249023
Z4-L09,ok,Track,192.168.123.168,-9,92671404.30664062,92671407.30664062
Z1-L14,ok,Track,192.168.123.227,-9,92510618.31103516,92510639.31103516
Z2-L01,waiting,Track,None,-9,1607883853129.3154,92510639.31542969
Z3-L11,waiting,Track,None,-9,1607883853129.3198,92510639.31982422
Z4-L11,ok,Track,192.168.123.185,-9,94347391.32714844,94343976.32714844
Z2-L04,ok,Track,192.168.123.190,-9,94349491.33129883,94349498.33129883
Z2-L05,ok,Track,192.168.123.204,-9,92480300.33544922,92480302.33544922
Z4-L06,failed,Track,192.168.123.249,-9,799724203.3395996,799724077.3395996
Z3-L12,ok,Track,192.168.123.193,-9,92671183.34399414,92639055.34399414
