Locator Name,Locator Status,Locator Mode,Locator IP,Locator Sensitivity,timeLastGoodPacketTS,timeLastPacketTS
Z1-L06,ok,Track,192.168.123.194,-9,82397505.95458984,82397509.95458984
Z3-L07,ok,Track,192.168.123.234,-6,82433758.96557617,82433762.96557617
Z4-L08,ok,Track,192.168.123.154,-9,65694860.9699707,65694866.9699707
Z2-L08,ok,Track,192.168.123.213,-9,82380623.97460938,82380625.97460938
Z1-L13,ok,Track,192.168.123.218,-9,82398233.9790039,82398138.9790039
Z1-L05,ok,Track,192.168.123.152,-9,55373606.982421875,55373611.982421875
Z3-L09,ok,Track,192.168.123.173,-9,55373404.986572266,55373409.986572266
Z3-L10,ok,Track,192.168.123.242,-9,85046559.99023438,82485182.99023438
Z3-L06,ok,Track,192.168.123.236,-6,83137475.99438477,83137478.99438477
Z4-L07,ok,Track,192.168.123.178,-9,66419440.998291016,66404416.998291016
Z4-L03,ok,Track,192.168.123.225,-9,82481780.00195312,82480308.00195312
Z2-L01,ok,Track,192.168.123.247,-9,55490058.005859375,55490063.005859375
Z1-L12,ok,Track,192.168.123.209,-9,82469829.01049805,82469840.01049805
Z1-L04,ok,Track,192.168.123.176,-9,55433025.0144043,55433030.0144043
Z4-L05,ok,Track,192.168.123.235,-9,55502060.018066406,55502067.018066406
Z4-L04,ok,Track,192.168.123.239,-9,67324940.02197266,67324944.02197266
Z4-L01,ok,Track,192.168.123.186,-9,83097036.02734375,82477704.02734375
Z1-L03,ok,Track,192.168.123.163,-9,55373404.03125,11907395.03125
Z5-L03,ok,Track,192.168.123.198,-6,67620063.03515625,67620068.03515625
Z1-L07,ok,Track,192.168.123.181,-9,56378229.0390625,55504058.0390625
Z1-L08,ok,Track,192.168.123.189,-9,3131235.0424804688,4307471.042480469
Z3-L03,ok,Track,192.168.123.167,-9,55373808.04663086,55373818.04663086
Z3-L04,ok,Track,192.168.123.212,-9,55379611.05078125,55379617.05078125
Z2-L03,ok,Track,192.168.123.196,-9,56376216.05419922,56376221.05419922
Z1-L11,ok,Track,192.168.123.184,-9,55373293.05810547,55373301.05810547
Z3-L02,ok,Track,192.168.123.161,-6,55373809.06152344,55373818.06152344
Z2-L06,ok,Track,192.168.123.245,-9,79756773.06542969,79756781.06542969
Z5-L02,ok,Track,192.168.123.244,-6,55495039.0690918,55495062.0690918
Z2-L07,ok,Track,192.168.123.229,-9,82379996.07250977,82379999.07250977
Z3-L11,ok,Track,192.168.123.201,-9,55443034.076416016,55443039.076416016
Z1-L10,ok,Track,192.168.123.246,-9,82406981.08032227,82406988.08032227
Z4-L02,ok,Track,192.168.123.240,-9,67416913.08398438,67416923.08398438
Z3-L01,ok,Track,192.168.123.228,-6,55373080.087646484,55373089.087646484
Z5-L01,ok,Track,192.168.123.248,-6,55495031.091552734,55495062.091552734
Z1-L09,ok,Track,192.168.123.191,-9,1050626.0949707031,1050628.0949707031
Z2-L09,ok,Track,192.168.123.221,-9,60202297.10131836,60068007.10131836
Z3-L05,ok,Track,192.168.123.224,-6,83100526.10498047,83100535.10498047
Z5-L04,ok,Track,192.168.123.226,-6,71266778.10888672,71266781.10888672
Z2-L02,ok,Track,192.168.123.215,-9,82406463.11254883,82405954.11254883
Z4-L09,ok,Track,192.168.123.168,-9,70661206.1171875,65492637.1171875
Z1-L14,ok,Track,192.168.123.227,-9,79471561.12133789,79471565.12133789
Z4-L11,ok,Track,192.168.123.185,-9,62784118.12475586,62784126.12475586
Z2-L04,ok,Track,192.168.123.190,-9,82376835.12841797,82372804.12841797
Z2-L05,ok,Track,192.168.123.217,-9,55491062.13232422,55491068.13232422
Z4-L06,ok,Track,192.168.123.249,-9,62785110.13574219,62785118.13574219
Z3-L12,ok,Track,192.168.123.238,-9,81331919.13964844,81331926.13964844
