Locator Name,Locator Status,Locator Mode,Locator IP,Locator Sensitivity,timeLastGoodPacketTS,timeLastPacketTS
Z1-L06,ok,Track,192.168.123.194,-9,14607753.923095703,14593359.923095703
Z4-L08,ok,Track,192.168.123.154,-9,14746985.943115234,14746539.943115234
Z2-L08,ok,Track,192.168.123.156,-9,14630610.948730469,14615964.948730469
Z1-L13,ok,Track,192.168.123.165,-9,14555372.953613281,14555382.953613281
Z1-L05,ok,Track,192.168.123.152,-9,14558584.958251953,14558600.958251953
Z3-L09,ok,Track,192.168.123.173,-9,14564965.962402344,14564973.962402344
Z3-L10,ok,Track,192.168.123.225,-9,14783445.966796875,14777971.966796875
Z4-L03,waiting,Track,None,-9,1608143993218.9712,14777971.971191406
Z4-L07,ok,Track,192.168.123.178,-9,14570553.977783203,14570560.977783203
Z1-L12,ok,Track,192.168.123.237,-9,14603821.982177734,14570964.982177734
Z1-L10,waiting,Track,None,-9,1608143993218.9868,14570964.986816406
Z1-L04,ok,Track,192.168.123.176,-9,14557947.991210938,14557255.991210938
Z4-L05,waiting,Track,None,-9,1608143993218.9958,14557255.99584961
Z4-L04,waiting,Track,None,-9,1608143993219.002,14557256.001953125
Z4-L01,waiting,Track,None,-9,1608143993219.0066,14557256.006591797
Z1-L03,ok,Track,192.168.123.163,-9,14024999.010986328,14025009.010986328
Z1-L01,ok,Track,192.168.123.198,-9,14522078.015625,14013969.015625
Z1-L07,ok,Track,192.168.123.181,-9,14036021.020019531,14036028.020019531
Z1-L08,ok,Track,192.168.123.189,-9,14567969.024414062,14555383.024414062
Z3-L03,ok,Track,192.168.123.167,-9,14573003.028808594,14573013.028808594
Z3-L04,ok,Track,192.168.123.212,-9,14604874.032714844,14578384.032714844
Z2-L03,ok,Track,192.168.123.196,-9,14577874.037353516,14577892.037353516
Z1-L11,ok,Track,192.168.123.184,-9,14014480.041015625,14014491.041015625
Z3-L02,ok,Track,192.168.123.161,-9,14033577.045410156,14033580.045410156
Z2-L06,ok,Track,192.168.123.245,-9,14645731.049560547,14569723.049560547
Z1-L02,ok,Track,192.168.123.201,-9,14026746.053710938,14026749.053710938
Z2-L07,ok,Track,192.168.123.230,-9,14556202.057617188,14556112.057617188
Z4-L02,waiting,Track,None,-9,1608143993219.062,14556112.062011719
Z3-L01,ok,Track,192.168.123.228,-9,14008610.06616211,14008619.06616211
Z1-L09,ok,Track,192.168.123.191,-9,13974305.07055664,13974308.07055664
Z2-L09,ok,Moved,192.168.123.221,-9,129576165.07446289,129576183.07446289
Z2-L02,ok,Track,192.168.123.215,-9,14611605.079101562,14606732.079101562
Z4-L09,ok,Track,192.168.123.168,-9,14572403.083251953,14572409.083251953
Z1-L14,ok,Track,192.168.123.227,-9,14588417.087402344,14588441.087402344
Z2-L01,waiting,Track,None,-9,1608143993219.0913,14588441.091308594
Z3-L11,waiting,Track,None,-9,1608143993219.0977,14588441.09765625
Z4-L11,ok,Track,192.168.123.185,-9,14687769.102050781,14683702.102050781
Z2-L04,ok,Track,192.168.123.190,-9,14592814.106201172,14592826.106201172
Z2-L05,ok,Track,192.168.123.204,-9,14029848.110595703,14029850.110595703
Z4-L06,waiting,Track,None,-9,1608143993219.1147,14029850.114746094
Z3-L12,ok,Track,192.168.123.193,-9,14732195.119140625,14732200.119140625
