Locator Name,Locator Status,Locator Mode,Locator IP,Locator Sensitivity,timeLastGoodPacketTS,timeLastPacketTS
Z1-L06,ok,Track,192.168.123.194,-9,40977638.57299805,40969813.57299805
Z3-L07,ok,Track,192.168.123.234,-6,41022919.5847168,41022940.5847168
Z4-L08,ok,Track,192.168.123.154,-9,24024357.589111328,24024369.589111328
Z2-L08,ok,Track,192.168.123.213,-9,27419537.59375,27419544.59375
Z1-L13,ok,Track,192.168.123.218,-9,40894373.59814453,40894379.59814453
Z1-L05,ok,Track,192.168.123.152,-9,40927431.6015625,40927434.6015625
Z3-L09,ok,Track,192.168.123.173,-9,40926107.60546875,40926120.60546875
Z3-L10,ok,Track,192.168.123.242,-9,67218552.609375,67206119.609375
Z3-L06,ok,Track,192.168.123.236,-6,40940734.61303711,40940747.61303711
Z4-L07,ok,Track,192.168.123.178,-9,24026369.61669922,24026373.61669922
Z4-L03,ok,Track,192.168.123.225,-9,40973729.62036133,40973747.62036133
Z2-L01,ok,Track,192.168.123.247,-9,40931452.6237793,40931463.6237793
Z1-L12,ok,Track,192.168.123.209,-9,29069902.627441406,29069907.627441406
Z1-L04,ok,Track,192.168.123.176,-9,40929772.631103516,40927632.631103516
Z4-L05,ok,Track,192.168.123.235,-9,24024357.634765625,24024369.634765625
Z4-L04,ok,Track,192.168.123.239,-9,25733374.638671875,25733380.638671875
Z4-L01,ok,Track,192.168.123.186,-9,40919911.642089844,40919920.642089844
Z1-L03,ok,Track,192.168.123.163,-9,40909129.6472168,40909130.6472168
Z5-L03,ok,Track,192.168.123.198,-6,27550511.650878906,27550513.650878906
Z1-L07,ok,Track,192.168.123.181,-9,40883923.654296875,40883929.654296875
Z1-L08,ok,Track,192.168.123.189,-9,40930055.658203125,40927632.658203125
Z3-L03,ok,Track,192.168.123.167,-9,40935067.661621094,40935077.661621094
Z3-L04,ok,Track,192.168.123.212,-9,67216528.66552734,67216534.66552734
Z2-L03,ok,Track,192.168.123.196,-9,27425539.669677734,27422550.669677734
Z1-L11,ok,Track,192.168.123.184,-9,40886441.6730957,40886449.6730957
Z3-L02,ok,Track,192.168.123.161,-6,27419527.677001953,27419545.677001953
Z2-L06,ok,Track,192.168.123.245,-9,27414535.680664062,27414542.680664062
Z5-L02,ok,Track,192.168.123.244,-6,27470536.684326172,27470548.684326172
Z2-L07,ok,Track,192.168.123.229,-9,40952198.68823242,40948733.68823242
Z3-L11,ok,Track,192.168.123.201,-9,40922993.69189453,40922998.69189453
Z1-L10,ok,Track,192.168.123.246,-9,40951389.69506836,40928046.69506836
Z4-L02,ok,Track,192.168.123.240,-9,27418535.69873047,27418546.69873047
Z3-L01,ok,Track,192.168.123.228,-6,40912500.70214844,40912510.70214844
Z5-L01,ok,Track,192.168.123.248,-6,40960836.70581055,40953842.70581055
Z1-L09,ok,Track,192.168.123.191,-9,40883227.709472656,40883229.709472656
Z2-L09,ok,Track,192.168.123.221,-9,27848723.714111328,27848727.714111328
Z3-L05,ok,Track,192.168.123.224,-6,40963506.71801758,40963524.71801758
Z5-L04,ok,Track,192.168.123.226,-6,27551500.721679688,25750391.721679688
Z2-L02,ok,Track,192.168.123.215,-9,27419536.725097656,27419545.725097656
Z4-L09,ok,Track,192.168.123.168,-9,27274443.728759766,27272451.728759766
Z1-L14,ok,Track,192.168.123.227,-9,27414534.732421875,27414544.732421875
Z4-L11,ok,Track,192.168.123.185,-9,24025358.735839844,24025368.735839844
Z2-L04,ok,Track,192.168.123.190,-9,27419535.739501953,27419545.739501953
Z2-L05,ok,Track,192.168.123.217,-9,40866970.74291992,40866971.74291992
Z4-L06,ok,Track,192.168.123.249,-9,24023364.74633789,24023375.74633789
Z3-L12,ok,Track,192.168.123.238,-9,28932719.75,28932727.75
