Locator Name,Locator Status,Locator Mode,Locator IP,Locator Sensitivity,timeLastGoodPacketTS,timeLastPacketTS
Z1-L06,ok,Track,192.168.123.194,-9,1385311.4592285156,1383287.4592285156
Z3-L07,ok,Track,192.168.123.234,-6,1424970.4716796875,1342744.4716796875
Z4-L08,ok,Track,192.168.123.154,-9,70049.4765625,70059.4765625
Z2-L08,ok,Track,192.168.123.213,-9,54376.48046875,54385.48046875
Z1-L13,ok,Track,192.168.123.218,-9,1268085.4846191406,1268091.4846191406
Z1-L05,ok,Track,192.168.123.152,-9,1312825.4885253906,1312838.4885253906
Z3-L09,ok,Track,192.168.123.173,-9,1339890.4924316406,1339905.4924316406
Z3-L10,ok,Track,192.168.123.242,-9,2464069.49609375,2458882.49609375
Z3-L06,ok,Track,192.168.123.236,-6,1349771.4997558594,1349777.4997558594
Z4-L07,ok,Track,192.168.123.178,-9,71615.50366210938,71623.50366210938
Z4-L03,ok,Track,192.168.123.225,-9,1463466.5075683594,1463481.5075683594
Z2-L01,ok,Track,192.168.123.247,-9,1315365.5109863281,1315375.5109863281
Z1-L12,ok,Track,192.168.123.209,-9,265567.5148925781,265580.5148925781
Z1-L04,ok,Track,192.168.123.176,-9,1287575.5185546875,1287581.5185546875
Z4-L05,ok,Track,192.168.123.235,-9,25.522216796875,31.522216796875
Z4-L04,ok,Track,192.168.123.239,-9,12592.526123046875,12597.526123046875
Z4-L01,ok,Track,192.168.123.186,-9,1332084.5297851562,1332088.5297851562
Z1-L03,ok,Track,192.168.123.163,-9,1219852.5336914062,1219857.5336914062
Z5-L03,ok,Track,192.168.123.198,-6,741034.5373535156,741045.5373535156
Z1-L07,ok,Track,192.168.123.181,-9,1253596.541015625,1253598.541015625
Z1-L08,ok,Track,192.168.123.189,-9,1370404.544921875,1342124.544921875
Z3-L03,ok,Track,192.168.123.167,-9,1348136.5485839844,1348139.5485839844
Z3-L04,ok,Track,192.168.123.212,-9,1383039.5520019531,1371538.5520019531
Z2-L03,ok,Track,192.168.123.196,-9,1332174.5559082031,1332180.5559082031
Z1-L11,ok,Track,192.168.123.184,-9,1259282.5595703125,1259288.5595703125
Z3-L02,ok,Track,192.168.123.161,-6,1329307.5632324219,1329313.5632324219
Z2-L06,ok,Track,192.168.123.245,-9,62374.567138671875,62381.567138671875
Z5-L02,ok,Track,192.168.123.244,-6,275408.57177734375,275416.57177734375
Z2-L07,ok,Track,192.168.123.229,-9,1409104.5759277344,1221982.5759277344
Z3-L11,ok,Track,192.168.123.201,-9,1338960.5798339844,1338975.5798339844
Z1-L10,ok,Track,192.168.123.246,-9,1384594.5832519531,1350789.5832519531
Z4-L02,ok,Track,192.168.123.240,-9,834115.5869140625,834120.5869140625
Z3-L01,ok,Track,192.168.123.228,-6,1277712.5905761719,1277721.5905761719
Z5-L01,ok,Track,192.168.123.248,-6,1316849.5942382812,507347.59423828125
Z1-L09,ok,Track,192.168.123.191,-9,1222997.5979003906,1223009.5979003906
Z2-L09,ok,Track,192.168.123.221,-9,1334073.6049804688,1260108.6049804688
Z3-L05,ok,Track,192.168.123.224,-6,1273599.6091308594,1273605.6091308594
Z5-L04,ok,Track,192.168.123.226,-6,61365.612548828125,59386.612548828125
Z2-L02,ok,Track,192.168.123.215,-9,1430741.6162109375,1429118.6162109375
Z4-L09,ok,Track,192.168.123.168,-9,143397.61987304688,143406.61987304688
Z1-L14,ok,Track,192.168.123.227,-9,54374.62353515625,54387.62353515625
Z4-L11,ok,Track,192.168.123.185,-9,50364.62744140625,50372.62744140625
Z2-L04,ok,Track,192.168.123.190,-9,601926.6311035156,52109.631103515625
Z2-L05,ok,Track,192.168.123.217,-9,1221249.6350097656,1221256.6350097656
Z4-L06,ok,Track,192.168.123.249,-9,24.638671875,31.638671875
Z3-L12,ok,Track,192.168.123.238,-9,265568.6418457031,265580.6418457031
