2020-09-25 11:41:06.602047,Z1-L06,ok,68554654.00170898,68545763.00170898
2020-09-25 11:41:06.602047,Z4-L08,ok,68601593.03125,68598251.03125
2020-09-25 11:41:06.602047,Z2-L08,ok,68638359.03979492,68617145.03979492
2020-09-25 11:41:06.602047,Z1-L13,ok,68471785.04589844,68471797.04589844
2020-09-25 11:41:06.602047,Z1-L05,ok,68516263.05200195,68516272.05200195
2020-09-25 11:41:06.602047,Z3-L09,ok,68497265.05786133,68497276.05786133
2020-09-25 11:41:06.602047,Z3-L10,ok,68594552.06347656,68594479.06347656
2020-09-25 11:41:06.602047,Z4-L03,ok,68497052.0690918,68497057.0690918
2020-09-25 11:41:06.602047,Z4-L07,ok,68532963.07470703,68532966.07470703
2020-09-25 11:41:06.602047,Z1-L12,ok,68539485.08032227,68534908.08032227
2020-09-25 11:41:06.602047,Z1-L10,ok,68510573.0859375,68510576.0859375
2020-09-25 11:41:06.602047,Z1-L04,ok,68507860.09179688,68507810.09179688
2020-09-25 11:41:06.602047,Z4-L05,ok,68534666.09765625,68534684.09765625
2020-09-25 11:41:06.602047,Z4-L04,ok,68538789.10546875,68534730.10546875
2020-09-25 11:41:06.602047,Z4-L01,ok,68501561.11108398,68501566.11108398
2020-09-25 11:41:06.602047,Z1-L03,ok,68465463.11645508,68465470.11645508
2020-09-25 11:41:06.602047,Z1-L01,ok,68471455.1225586,68467465.1225586
2020-09-25 11:41:06.602047,Z1-L07,ok,68472172.40307617,68472183.40307617
2020-09-25 11:41:06.602047,Z1-L08,ok,68535201.43701172,68534454.43701172
2020-09-25 11:41:06.602047,Z3-L03,ok,68493670.45898438,68493679.45898438
2020-09-25 11:41:06.602047,Z3-L04,ok,68545623.48120117,68543881.48120117
2020-09-25 11:41:06.602047,Z2-L03,ok,68521500.50219727,68521509.50219727
2020-09-25 11:41:06.602047,Z1-L11,ok,68471513.53320312,68471523.53320312
2020-09-25 11:41:06.602047,Z3-L02,ok,68468893.54052734,68468895.54052734
2020-09-25 11:41:06.602047,Z2-L06,ok,68574748.54785156,68573560.54785156
2020-09-25 11:41:06.602047,Z1-L02,ok,68470258.55517578,68470048.55517578
2020-09-25 11:41:06.602047,Z2-L07,ok,68491065.56274414,68471417.56274414
2020-09-25 11:41:06.602047,Z4-L02,ok,68538347.57006836,68538274.57006836
2020-09-25 11:41:06.602047,Z3-L01,ok,68445185.57714844,68445195.57714844
2020-09-25 11:41:06.602047,Z1-L09,ok,68444618.5847168,68444621.5847168
2020-09-25 11:41:06.602047,Z2-L09,ok,68577527.59179688,68565044.59179688
2020-09-25 11:41:06.602047,Z2-L02,ok,68614892.59936523,68562799.59936523
2020-09-25 11:41:06.602047,Z4-L09,ok,68561491.6069336,68527634.6069336
2020-09-25 11:41:06.602047,Z1-L14,ok,68577353.61425781,68566183.61425781
2020-09-25 11:41:06.602047,Z2-L01,ok,68517226.62158203,68517228.62158203
2020-09-25 11:41:06.602047,Z3-L11,ok,68499563.62963867,68499567.62963867
2020-09-25 11:41:06.602047,Z4-L11,ok,68635229.63696289,68622860.63696289
2020-09-25 11:41:06.602047,Z2-L04,ok,68659474.64428711,68584775.64428711
2020-09-25 11:41:06.602047,Z2-L05,ok,68468701.65161133,68468708.65161133
2020-09-25 11:41:06.602047,Z4-L06,ok,68627234.65844727,68617280.65844727
2020-09-25 11:41:06.602047,Z3-L12,ok,68594185.66601562,68540034.66601562

2020-09-25 11:41:12.655276,Z1-L06,ok,68560704.10449219,68551813.10449219
2020-09-25 11:41:12.655276,Z4-L08,ok,68607643.13305664,68604301.13305664
2020-09-25 11:41:12.655276,Z2-L08,ok,68644409.14111328,68623195.14111328
2020-09-25 11:41:12.655276,Z1-L13,ok,68477835.14746094,68477847.14746094
2020-09-25 11:41:12.655276,Z1-L05,ok,68522313.15356445,68522322.15356445
2020-09-25 11:41:12.655276,Z3-L09,ok,68503315.15991211,68503326.15991211
2020-09-25 11:41:12.655276,Z3-L10,ok,68600602.16552734,68600529.16552734
2020-09-25 11:41:12.655276,Z4-L03,ok,68503102.17871094,68503107.17871094
2020-09-25 11:41:12.655276,Z4-L07,ok,68539013.20678711,68539016.20678711
