Z1-L06,ok,Track,192.168.123.194,-9,95575142.75561523,95574873.75561523
Z4-L08,ok,Track,192.168.123.154,-9,97675550.77563477,97399276.77563477
Z2-L08,ok,Track,192.168.123.156,-9,97418325.7836914,97413507.7836914
Z1-L13,ok,Track,192.168.123.165,-9,95548538.78881836,95547828.78881836
Z1-L05,ok,Track,192.168.123.152,-9,95557647.79370117,95557659.79370117
Z3-L09,ok,Track,192.168.123.173,-9,95555755.7980957,95555757.7980957
Z3-L10,ok,Track,192.168.123.225,-9,95774716.80273438,95706384.80273438
Z4-L03,waiting,Track,None,-9,1607886919531.8071,95706384.8071289
Z4-L07,ok,Track,192.168.123.178,-9,95736465.81542969,95736484.81542969
Z1-L12,ok,Track,192.168.123.237,-9,95574153.82006836,95567900.82006836
Z1-L10,waiting,Track,None,-9,1607886919531.8247,95567900.82470703
Z1-L04,ok,Track,192.168.123.176,-9,95553913.82958984,95553919.82958984
Z4-L05,failed,Track,192.168.123.235,-9,802790169.8339844,802790176.8339844
Z4-L04,failed,Track,192.168.123.226,-9,802790171.8381348,802790176.8381348
Z4-L01,failed,Track,192.168.123.186,-9,802790161.8425293,802790176.8425293
Z1-L03,ok,Track,192.168.123.163,-9,95541516.84667969,95541518.84667969
Z1-L01,ok,Track,192.168.123.198,-9,132436629.85083008,132436634.85083008
Z1-L07,ok,Track,192.168.123.181,-9,95541628.85546875,95541631.85546875
Z1-L08,ok,Track,192.168.123.189,-9,95557146.86010742,95557148.86010742
Z3-L03,ok,Track,192.168.123.167,-9,95559044.8647461,95559051.8647461
Z3-L04,ok,Track,192.168.123.212,-9,95564584.86865234,95563261.86865234
Z2-L03,ok,Track,192.168.123.196,-9,95560173.87304688,95560179.87304688
Z1-L11,ok,Track,192.168.123.184,-9,95545895.8774414,95545902.8774414
Z3-L02,ok,Track,192.168.123.161,-9,132404010.88183594,132404018.88183594
Z2-L06,ok,Track,192.168.123.245,-9,97402968.88598633,97402987.88598633
Z1-L02,ok,Track,192.168.123.201,-9,132435295.89038086,132435305.89038086
Z2-L07,ok,Track,192.168.123.230,-9,95556146.89550781,95556154.89550781
Z4-L02,failed,Track,192.168.123.188,-9,802790151.8994141,802790176.8994141
Z3-L01,ok,Track,192.168.123.228,-9,132451366.9038086,132450007.9038086
Z1-L09,ok,Track,192.168.123.191,-9,95541324.90795898,95541326.90795898
Z2-L09,ok,Moved,192.168.123.221,-9,975260155.9125977,975260166.9125977
Z2-L02,ok,Track,192.168.123.215,-9,95564097.91674805,95564105.91674805
Z4-L09,ok,Track,192.168.123.168,-9,95737806.92114258,95737809.92114258
Z1-L14,ok,Track,192.168.123.227,-9,95577020.92529297,95577041.92529297
Z2-L01,waiting,Track,None,-9,1607886919531.9292,95577041.92919922
Z3-L11,waiting,Track,None,-9,1607886919531.934,95577041.93408203
Z4-L11,ok,Track,192.168.123.185,-9,97413793.94042969,97410378.94042969
Z2-L04,ok,Track,192.168.123.190,-9,97415893.94482422,97415900.94482422
Z2-L05,ok,Track,192.168.123.204,-9,95546702.94873047,95546704.94873047
Z4-L06,failed,Track,192.168.123.249,-9,802790605.9528809,802790479.9528809
Z3-L12,ok,Track,192.168.123.193,-9,95737585.95703125,95705457.95703125
