Z1-L06,ok,Track,192.168.123.194,-9,95933702.328125,95933433.328125
Z4-L08,ok,Track,192.168.123.154,-9,98034110.34521484,97757836.34521484
Z2-L08,ok,Track,192.168.123.156,-9,97776885.35205078,97772067.35205078
Z1-L13,ok,Track,192.168.123.165,-9,95907098.3569336,95906388.3569336
Z1-L05,ok,Track,192.168.123.152,-9,95916207.36157227,95916219.36157227
Z3-L09,ok,Track,192.168.123.173,-9,95914315.3659668,95914317.3659668
Z3-L10,ok,Track,192.168.123.225,-9,96133276.37036133,96064944.37036133
Z4-L03,waiting,Track,None,-9,1607887278091.3748,96064944.37475586
Z4-L07,ok,Track,192.168.123.178,-9,96095025.3815918,96095044.3815918
Z1-L12,ok,Track,192.168.123.237,-9,95932713.38549805,95926460.38549805
Z1-L10,waiting,Track,None,-9,1607887278091.39,95926460.38989258
Z1-L04,ok,Track,192.168.123.176,-9,95912473.39428711,95912479.39428711
Z4-L05,failed,Track,192.168.123.235,-9,803148729.3986816,803148736.3986816
Z4-L04,failed,Track,192.168.123.226,-9,803148731.4033203,803148736.4033203
Z4-L01,failed,Track,192.168.123.186,-9,803148721.4074707,803148736.4074707
Z1-L03,ok,Track,192.168.123.163,-9,95900076.41186523,95900078.41186523
Z1-L01,ok,Track,192.168.123.198,-9,132795189.41601562,132795194.41601562
Z1-L07,ok,Track,192.168.123.181,-9,95900188.42041016,95900191.42041016
Z1-L08,ok,Track,192.168.123.189,-9,95915706.42504883,95915708.42504883
Z3-L03,ok,Track,192.168.123.167,-9,95917604.42919922,95917611.42919922
Z3-L04,ok,Track,192.168.123.212,-9,95923144.43334961,95921821.43334961
Z2-L03,ok,Track,192.168.123.196,-9,95918733.4375,95918739.4375
Z1-L11,ok,Track,192.168.123.184,-9,95904455.44165039,95904462.44165039
Z3-L02,ok,Track,192.168.123.161,-9,132762570.44580078,132762578.44580078
Z2-L06,ok,Track,192.168.123.245,-9,97761528.45043945,97761547.45043945
Z1-L02,ok,Track,192.168.123.201,-9,132793855.45483398,132793865.45483398
Z2-L07,ok,Track,192.168.123.230,-9,95914706.45898438,95914714.45898438
Z4-L02,failed,Track,192.168.123.188,-9,803148711.4631348,803148736.4631348
Z3-L01,ok,Track,192.168.123.228,-9,132809926.4675293,132808567.4675293
Z1-L09,ok,Track,192.168.123.191,-9,95899884.47167969,95899886.47167969
Z2-L09,ok,Moved,192.168.123.221,-9,975618715.4760742,975618726.4760742
Z2-L02,ok,Track,192.168.123.215,-9,95922657.48217773,95922665.48217773
Z4-L09,ok,Track,192.168.123.168,-9,96096366.48657227,96096369.48657227
Z1-L14,ok,Track,192.168.123.227,-9,95935580.49047852,95935601.49047852
Z2-L01,waiting,Track,None,-9,1607887278091.4949,95935601.49487305
Z3-L11,waiting,Track,None,-9,1607887278091.4993,95935601.49926758
Z4-L11,ok,Track,192.168.123.185,-9,97772353.50683594,97768938.50683594
Z2-L04,ok,Track,192.168.123.190,-9,97774453.51123047,97774460.51123047
Z2-L05,ok,Track,192.168.123.204,-9,95905262.515625,95905264.515625
Z4-L06,failed,Track,192.168.123.249,-9,803149165.5197754,803149039.5197754
Z3-L12,ok,Track,192.168.123.193,-9,96096145.52416992,96064017.52416992
