Locator Name,Locator Status,Locator Mode,Locator IP,Locator Sensitivity,timeLastGoodPacketTS,timeLastPacketTS
Z1-L06,ok,Track,192.168.123.194,-9,13792405.021972656,13792410.021972656
Z3-L07,ok,Track,192.168.123.234,-6,81765661.03417969,81765681.03417969
Z4-L08,ok,Track,192.168.123.154,-9,22203.0390625,22205.0390625
Z2-L08,ok,Track,192.168.123.213,-9,13806502.04296875,13806511.04296875
Z1-L13,ok,Track,192.168.123.218,-9,13888579.047363281,13888590.047363281
Z1-L05,ok,Track,192.168.123.152,-9,94575330.05126953,94575348.05126953
Z3-L09,ok,Track,192.168.123.173,-9,94568514.05493164,94568528.05493164
Z3-L10,ok,Track,192.168.123.242,-9,96755699.05859375,81812553.05859375
Z3-L06,ok,Track,192.168.123.236,-6,94589579.0625,94589586.0625
Z4-L07,ok,Track,192.168.123.178,-9,1093048.0659179688,951801.0659179688
Z4-L03,ok,Track,192.168.123.225,-9,81769848.07006836,81769866.07006836
Z2-L01,ok,Track,192.168.123.247,-9,94593903.07373047,93868553.07373047
Z1-L12,ok,Track,192.168.123.209,-9,13805258.078857422,12957385.078857422
Z1-L04,ok,Track,192.168.123.176,-9,13845905.083496094,13845921.083496094
Z4-L05,ok,Track,192.168.123.235,-9,1325325.0874023438,1326339.0874023438
Z4-L04,ok,Track,192.168.123.239,-9,3804298.0913085938,3804304.0913085938
Z4-L01,ok,Track,192.168.123.186,-9,81788673.09545898,81777510.09545898
Z1-L03,ok,Track,192.168.123.163,-9,94513466.0991211,94513472.0991211
Z5-L03,ok,Track,192.168.123.198,-6,2184038.1030273438,2184041.1030273438
Z1-L07,ok,Track,192.168.123.181,-9,94520441.10644531,94520450.10644531
Z1-L08,ok,Track,192.168.123.189,-9,94577572.11035156,94574210.11035156
Z3-L03,ok,Track,192.168.123.167,-9,93853968.11401367,81744487.11401367
Z3-L04,ok,Track,192.168.123.212,-9,13810940.11743164,13810942.11743164
Z2-L03,ok,Track,192.168.123.196,-9,8659332.12109375,8659336.12109375
Z1-L11,ok,Track,192.168.123.184,-9,94500124.12451172,94500127.12451172
Z3-L02,ok,Track,192.168.123.161,-6,13807272.128417969,13807297.128417969
Z2-L06,ok,Track,192.168.123.245,-9,7790089.132080078,7790096.132080078
Z5-L02,ok,Track,192.168.123.244,-6,2184037.135498047,2184041.135498047
Z2-L07,ok,Track,192.168.123.229,-9,13863285.139160156,13863298.139160156
Z3-L11,ok,Track,192.168.123.201,-9,81793361.14282227,13809330.142822266
Z1-L10,ok,Track,192.168.123.246,-9,13893281.146240234,13893301.146240234
Z4-L02,ok,Track,192.168.123.240,-9,3813391.1499023438,3816440.1499023438
Z3-L01,ok,Track,192.168.123.228,-6,94551400.1538086,94551402.1538086
Z5-L01,ok,Track,192.168.123.248,-6,6298841.1572265625,4597215.1572265625
Z1-L09,ok,Track,192.168.123.191,-9,93863521.16113281,81742837.16113281
Z2-L09,ok,Track,192.168.123.221,-9,8926648.166015625,8926657.166015625
Z3-L05,ok,Track,192.168.123.224,-6,81804661.16967773,81804674.16967773
Z5-L04,ok,Track,192.168.123.226,-6,3803439.1733398438,3803443.1733398438
Z2-L02,ok,Track,192.168.123.215,-9,13816003.176757812,13816015.176757812
Z4-L09,ok,Track,192.168.123.168,-9,1738482.1806640625,1738490.1806640625
Z1-L14,ok,Track,192.168.123.227,-9,12414164.184326172,12414170.184326172
Z4-L11,ok,Track,192.168.123.185,-9,531474.1879882812,531481.1879882812
Z2-L04,ok,Track,192.168.123.190,-9,3802437.1931152344,3802444.1931152344
Z2-L05,ok,Track,192.168.123.217,-9,93703483.1965332,81789422.1965332
Z4-L06,ok,Track,192.168.123.249,-9,1232148.2001953125,1232158.2001953125
Z3-L12,ok,Track,192.168.123.238,-9,13806999.203857422,13807008.203857422
