Z1-L06,ok,Track,192.168.123.194,-9,95814177.20581055,95813908.20581055
Z4-L08,ok,Track,192.168.123.154,-9,97914585.23217773,97638311.23217773
Z2-L08,ok,Track,192.168.123.156,-9,97657360.2421875,97652542.2421875
Z1-L13,ok,Track,192.168.123.165,-9,95787573.24951172,95786863.24951172
Z1-L05,ok,Track,192.168.123.152,-9,95796682.25732422,95796694.25732422
Z3-L09,ok,Track,192.168.123.173,-9,95794790.26489258,95794792.26489258
Z3-L10,ok,Track,192.168.123.225,-9,96013751.27270508,95945419.27270508
Z4-L03,waiting,Track,None,-9,1607887158566.2805,95945419.28051758
Z4-L07,ok,Track,192.168.123.178,-9,95975500.29248047,95975519.29248047
Z1-L12,ok,Track,192.168.123.237,-9,95813188.30053711,95806935.30053711
Z1-L10,waiting,Track,None,-9,1607887158566.308,95806935.30810547
Z1-L04,ok,Track,192.168.123.176,-9,95792948.31640625,95792954.31640625
Z4-L05,failed,Track,192.168.123.235,-9,803029204.3237305,803029211.3237305
Z4-L04,failed,Track,192.168.123.226,-9,803029206.3344727,803029211.3344727
Z4-L01,failed,Track,192.168.123.186,-9,803029196.342041,803029211.342041
Z1-L03,ok,Track,192.168.123.163,-9,95780551.3503418,95780553.3503418
Z1-L01,ok,Track,192.168.123.198,-9,132675664.35839844,132675669.35839844
Z1-L07,ok,Track,192.168.123.181,-9,95780663.36645508,95780666.36645508
Z1-L08,ok,Track,192.168.123.189,-9,95796181.3737793,95796183.3737793
Z3-L03,ok,Track,192.168.123.167,-9,95798079.38208008,95798086.38208008
Z3-L04,ok,Track,192.168.123.212,-9,95803619.38989258,95802296.38989258
Z2-L03,ok,Track,192.168.123.196,-9,95799208.39794922,95799214.39794922
Z1-L11,ok,Track,192.168.123.184,-9,95784930.40551758,95784937.40551758
Z3-L02,ok,Track,192.168.123.161,-9,132643045.41210938,132643053.41210938
Z2-L06,ok,Track,192.168.123.245,-9,97642003.42138672,97642022.42138672
Z1-L02,ok,Track,192.168.123.201,-9,132674330.42797852,132674340.42797852
Z2-L07,ok,Track,192.168.123.230,-9,95795181.43481445,95795189.43481445
Z4-L02,failed,Track,192.168.123.188,-9,803029186.4423828,803029211.4423828
Z3-L01,ok,Track,192.168.123.228,-9,132690401.44921875,132689042.44921875
Z1-L09,ok,Track,192.168.123.191,-9,95780359.45605469,95780361.45605469
Z2-L09,ok,Moved,192.168.123.221,-9,975499190.4631348,975499201.4631348
Z2-L02,ok,Track,192.168.123.215,-9,95803132.4711914,95803140.4711914
Z4-L09,ok,Track,192.168.123.168,-9,95976841.47631836,95976844.47631836
Z1-L14,ok,Track,192.168.123.227,-9,95816055.48095703,95816076.48095703
Z2-L01,waiting,Track,None,-9,1607887158566.4854,95816076.48535156
Z3-L11,waiting,Track,None,-9,1607887158566.491,95816076.4909668
Z4-L11,ok,Track,192.168.123.185,-9,97652828.50146484,97649413.50146484
Z2-L04,ok,Track,192.168.123.190,-9,97654928.50585938,97654935.50585938
Z2-L05,ok,Track,192.168.123.204,-9,95785737.51074219,95785739.51074219
Z4-L06,failed,Track,192.168.123.249,-9,803029640.5151367,803029514.5151367
Z3-L12,ok,Track,192.168.123.193,-9,95976620.51928711,95944492.51928711
