Locator Name,Locator Status,Locator Mode,Locator IP,Locator Sensitivity,timeLastGoodPacketTS,timeLastPacketTS
Z1-L06,ok,Track,192.168.123.194,-9,7971074.523681641,7971084.523681641
Z3-L07,ok,Track,192.168.123.234,-6,70033416.53393555,70033232.53393555
Z4-L08,ok,Track,192.168.123.154,-9,789854.5393066406,789864.5393066406
Z2-L08,ok,Track,192.168.123.213,-9,8546635.54296875,4144340.54296875
Z1-L13,ok,Track,192.168.123.218,-9,8645889.546875,8645900.546875
Z1-L05,ok,Track,192.168.123.152,-9,69971013.55053711,69971016.55053711
Z3-L09,ok,Track,192.168.123.173,-9,69978779.55444336,69978787.55444336
Z3-L10,ok,Track,192.168.123.242,-9,70059699.55786133,70059594.55786133
Z3-L06,ok,Track,192.168.123.236,-6,70027105.56103516,70027108.56103516
Z4-L07,ok,Track,192.168.123.178,-9,789853.564453125,789864.564453125
Z4-L03,ok,Track,192.168.123.225,-9,70054180.5678711,8543667.567871094
Z2-L01,ok,Track,192.168.123.247,-9,69977992.57128906,69978004.57128906
Z1-L12,ok,Track,192.168.123.209,-9,7974425.574707031,7974428.574707031
Z1-L04,ok,Track,192.168.123.176,-9,69961853.57836914,69961863.57836914
Z4-L05,ok,Track,192.168.123.235,-9,802832.5815429688,802840.5815429688
Z4-L04,ok,Track,192.168.123.239,-9,1520584.5852050781,1520588.5852050781
Z4-L01,ok,Track,192.168.123.186,-9,8550892.589111328,8550908.589111328
Z1-L03,ok,Track,192.168.123.163,-9,69952689.59204102,69944213.59204102
Z5-L03,ok,Track,192.168.123.198,-6,2173928.595703125,2173934.595703125
Z1-L07,ok,Track,192.168.123.181,-9,69954216.5991211,69954223.5991211
Z1-L08,ok,Track,192.168.123.189,-9,69984570.60229492,69974346.60229492
Z3-L03,ok,Track,192.168.123.167,-9,69991499.60595703,69991507.60595703
Z3-L04,ok,Track,192.168.123.212,-9,70018881.609375,69994587.609375
Z2-L03,ok,Track,192.168.123.196,-9,8551710.612548828,2189914.612548828
Z1-L11,ok,Track,192.168.123.184,-9,69902365.6159668,69902370.6159668
Z3-L02,ok,Track,192.168.123.161,-6,8553408.619628906,8551498.619628906
Z2-L06,ok,Track,192.168.123.245,-9,3053431.6228027344,3053435.6228027344
Z5-L02,ok,Track,192.168.123.244,-6,2026781.6267089844,2026789.6267089844
Z2-L07,ok,Track,192.168.123.229,-9,8630522.630126953,8626803.630126953
Z3-L11,ok,Track,192.168.123.201,-9,69973920.63330078,69973931.63330078
Z1-L10,ok,Track,192.168.123.246,-9,69983235.63696289,69983250.63696289
Z4-L02,ok,Track,192.168.123.240,-9,1606532.6403808594,1606540.6403808594
Z3-L01,ok,Track,192.168.123.228,-6,69961550.64379883,69961558.64379883
Z5-L01,ok,Track,192.168.123.248,-6,2027782.6472167969,2027791.6472167969
Z1-L09,ok,Track,192.168.123.191,-9,69929545.65063477,69929547.65063477
Z2-L09,ok,Track,192.168.123.221,-9,4403734.655517578,4403736.655517578
Z3-L05,ok,Track,192.168.123.224,-6,70031264.65893555,70031271.65893555
Z5-L04,ok,Track,192.168.123.226,-6,2167931.6623535156,2167932.6623535156
Z2-L02,ok,Track,192.168.123.215,-9,8569061.666748047,8569062.666748047
Z4-L09,ok,Track,192.168.123.168,-9,2027773.6704101562,2027791.6704101562
Z1-L14,ok,Track,192.168.123.227,-9,3022402.673828125,3022407.673828125
Z4-L11,ok,Track,192.168.123.185,-9,2027781.6772460938,2027791.6772460938
Z2-L04,ok,Track,192.168.123.190,-9,7696395.680908203,7695556.680908203
Z2-L05,ok,Track,192.168.123.217,-9,8551700.684082031,8550509.684082031
Z4-L06,ok,Track,192.168.123.249,-9,793843.6877441406,793851.6877441406
Z3-L12,ok,Track,192.168.123.238,-9,7768448.691162109,7768457.691162109
