Z1-L06,ok,Track,192.168.123.194,-9,95555412.02441406,95555143.02441406
Z4-L08,ok,Track,192.168.123.154,-9,97655820.0480957,97379546.0480957
Z2-L08,ok,Track,192.168.123.156,-9,97398595.0546875,97393777.0546875
Z1-L13,ok,Track,192.168.123.165,-9,95528808.06079102,95528098.06079102
Z1-L05,ok,Track,192.168.123.152,-9,95537917.06567383,95537929.06567383
Z3-L09,ok,Track,192.168.123.173,-9,95536025.07006836,95536027.07006836
Z3-L10,ok,Track,192.168.123.225,-9,95754986.07470703,95686654.07470703
Z4-L03,waiting,Track,None,-9,1607886899801.081,95686654.08105469
Z4-L07,ok,Track,192.168.123.178,-9,95716735.08959961,95716754.08959961
Z1-L12,ok,Track,192.168.123.237,-9,95554423.09399414,95548170.09399414
Z1-L10,waiting,Track,None,-9,1607886899801.0986,95548170.09863281
Z1-L04,ok,Track,192.168.123.176,-9,95534183.10327148,95534189.10327148
Z4-L05,failed,Track,192.168.123.235,-9,802770439.1074219,802770446.1074219
Z4-L04,failed,Track,192.168.123.226,-9,802770441.1120605,802770446.1120605
Z4-L01,failed,Track,192.168.123.186,-9,802770431.1164551,802770446.1164551
Z1-L03,ok,Track,192.168.123.163,-9,95521786.12060547,95521788.12060547
Z1-L01,ok,Track,192.168.123.198,-9,132416899.12451172,132416904.12451172
Z1-L07,ok,Track,192.168.123.181,-9,95521898.12915039,95521901.12915039
Z1-L08,ok,Track,192.168.123.189,-9,95537416.13354492,95537418.13354492
Z3-L03,ok,Track,192.168.123.167,-9,95539314.13769531,95539321.13769531
Z3-L04,ok,Track,192.168.123.212,-9,95544854.1418457,95543531.1418457
Z2-L03,ok,Track,192.168.123.196,-9,95540443.14575195,95540449.14575195
Z1-L11,ok,Track,192.168.123.184,-9,95526165.15039062,95526172.15039062
Z3-L02,ok,Track,192.168.123.161,-9,132384280.15478516,132384288.15478516
Z2-L06,ok,Track,192.168.123.245,-9,97383238.15893555,97383257.15893555
Z1-L02,ok,Track,192.168.123.201,-9,132415565.1628418,132415575.1628418
Z2-L07,ok,Track,192.168.123.230,-9,95536416.16723633,95536424.16723633
Z4-L02,failed,Track,192.168.123.188,-9,802770421.1716309,802770446.1716309
Z3-L01,ok,Track,192.168.123.228,-9,132431636.17578125,132430277.17578125
Z1-L09,ok,Track,192.168.123.191,-9,95521594.18017578,95521596.18017578
Z2-L09,ok,Moved,192.168.123.221,-9,975240425.184082,975240436.184082
Z2-L02,ok,Track,192.168.123.215,-9,95544367.18847656,95544375.18847656
Z4-L09,ok,Track,192.168.123.168,-9,95718076.1928711,95718079.1928711
Z1-L14,ok,Track,192.168.123.227,-9,95557290.1965332,95557311.1965332
Z2-L01,waiting,Track,None,-9,1607886899801.2007,95557311.2006836
Z3-L11,waiting,Track,None,-9,1607886899801.205,95557311.20507812
Z4-L11,ok,Track,192.168.123.185,-9,97394063.21191406,97390648.21191406
Z2-L04,ok,Track,192.168.123.190,-9,97396163.2163086,97396170.2163086
Z2-L05,ok,Track,192.168.123.204,-9,95526972.22045898,95526974.22045898
Z4-L06,failed,Track,192.168.123.249,-9,802770875.2241211,802770749.2241211
Z3-L12,ok,Track,192.168.123.193,-9,95717855.22851562,95685727.22851562
