Locator Name,Locator Status,Locator Mode,Locator IP,Locator Sensitivity,timeLastGoodPacketTS,timeLastPacketTS
Z1-L06,ok,Track,192.168.123.194,-9,12262830.747802734,12257414.747802734
Z4-L08,ok,Track,192.168.123.154,-9,12304965.76538086,12303088.76538086
Z2-L08,ok,Track,192.168.123.156,-9,12601024.770751953,12486251.770751953
Z1-L13,ok,Track,192.168.123.165,-9,12240151.775390625,12240158.775390625
Z1-L05,ok,Track,192.168.123.152,-9,12250958.780517578,12250970.780517578
Z3-L09,ok,Track,192.168.123.173,-9,12236414.78515625,12236423.78515625
Z3-L10,ok,Track,192.168.123.225,-9,12284839.789794922,12284843.789794922
Z4-L03,waiting,Track,None,-9,1607989262484.7944,12284843.794433594
Z4-L07,ok,Track,192.168.123.178,-9,12237950.802246094,12237960.802246094
Z1-L12,ok,Track,192.168.123.237,-9,12265638.807128906,12263315.807128906
Z1-L10,waiting,Track,None,-9,1607989262484.8113,12263315.811279297
Z1-L04,ok,Track,192.168.123.176,-9,12251374.81640625,12248911.81640625
Z4-L05,failed,Track,192.168.123.235,-9,905133122.8208008,905133129.8208008
Z4-L04,failed,Track,192.168.123.226,-9,905133124.8256836,905133129.8256836
Z4-L01,failed,Track,192.168.123.186,-9,905133114.829834,905133129.829834
Z1-L03,ok,Track,192.168.123.163,-9,12235009.834960938,12235014.834960938
Z1-L01,ok,Track,192.168.123.198,-9,234779582.8400879,234779587.8400879
Z1-L07,ok,Track,192.168.123.181,-9,12236110.845458984,12236118.845458984
Z1-L08,ok,Track,192.168.123.189,-9,12251877.849853516,12251288.849853516
Z3-L03,ok,Track,192.168.123.167,-9,12251991.854248047,12251998.854248047
Z3-L04,ok,Track,192.168.123.212,-9,12265254.858154297,12256313.858154297
Z2-L03,ok,Track,192.168.123.196,-9,12254040.862792969,12254047.862792969
Z1-L11,ok,Track,192.168.123.184,-9,12238544.86743164,12238553.86743164
Z3-L02,ok,Track,192.168.123.161,-9,234746963.8713379,234746971.8713379
Z2-L06,ok,Track,192.168.123.245,-9,12267577.875732422,12267605.875732422
Z1-L02,ok,Track,192.168.123.201,-9,234778248.88061523,234778258.88061523
Z2-L07,ok,Track,192.168.123.230,-9,12267690.885498047,12256105.885498047
Z4-L02,failed,Track,192.168.123.188,-9,905133104.8903809,905133129.8903809
Z3-L01,ok,Track,192.168.123.228,-9,234794319.89501953,234792960.89501953
Z1-L09,ok,Track,192.168.123.191,-9,12235473.899414062,12235478.899414062
Z2-L09,ok,Moved,192.168.123.221,-9,1077603108.9040527,1077603119.9040527
Z2-L02,ok,Track,192.168.123.215,-9,12449322.908935547,12268860.908935547
Z4-L09,ok,Track,192.168.123.168,-9,12238453.913574219,12238459.913574219
Z1-L14,ok,Track,192.168.123.227,-9,12298831.91821289,12298839.91821289
Z2-L01,waiting,Track,None,-9,1607989262484.9224,12298839.922363281
Z3-L11,waiting,Track,None,-9,1607989262484.927,12298839.927001953
Z4-L11,ok,Track,192.168.123.185,-9,12499065.931884766,12429160.931884766
Z2-L04,ok,Track,192.168.123.190,-9,12593084.937011719,12593092.937011719
Z2-L05,ok,Track,192.168.123.204,-9,12240959.940917969,12240961.940917969
Z4-L06,failed,Track,192.168.123.249,-9,905133558.9458008,905133432.9458008
Z3-L12,ok,Track,192.168.123.193,-9,12288516.949951172,12282050.949951172
