Locator Name,Locator Status,Locator Mode,Locator IP,Locator Sensitivity,timeLastGoodPacketTS,timeLastPacketTS
Z1-L06,ok,Track,192.168.123.194,-9,99831638.22558594,99831369.22558594
Z4-L08,ok,Track,192.168.123.154,-9,101932046.24975586,101655772.24975586
Z2-L08,ok,Track,192.168.123.156,-9,101674821.25976562,101670003.25976562
Z1-L13,ok,Track,192.168.123.165,-9,99805034.26855469,99804324.26855469
Z1-L05,ok,Track,192.168.123.152,-9,99814143.27661133,99814155.27661133
Z3-L09,ok,Track,192.168.123.173,-9,99812251.28417969,99812253.28417969
Z3-L10,ok,Track,192.168.123.225,-9,100031212.2915039,99962880.2915039
Z4-L03,waiting,Track,None,-9,1607891176027.2996,99962880.29956055
Z4-L07,ok,Track,192.168.123.178,-9,99992961.3112793,99992980.3112793
Z1-L12,ok,Track,192.168.123.237,-9,99830649.31958008,99824396.31958008
Z1-L10,waiting,Track,None,-9,1607891176027.3271,99824396.32714844
Z1-L04,ok,Track,192.168.123.176,-9,99810409.33544922,99810415.33544922
Z4-L05,failed,Track,192.168.123.235,-9,807046665.3442383,807046672.3442383
Z4-L04,failed,Track,192.168.123.226,-9,807046667.3522949,807046672.3522949
Z4-L01,failed,Track,192.168.123.186,-9,807046657.3598633,807046672.3598633
Z1-L03,ok,Track,192.168.123.163,-9,99798012.36767578,99798014.36767578
Z1-L01,ok,Track,192.168.123.198,-9,136693125.37597656,136693130.37597656
Z1-L07,ok,Track,192.168.123.181,-9,99798124.3840332,99798127.3840332
Z1-L08,ok,Track,192.168.123.189,-9,99813642.39160156,99813644.39160156
Z3-L03,ok,Track,192.168.123.167,-9,99815540.3996582,99815547.3996582
Z3-L04,ok,Track,192.168.123.212,-9,99821080.40795898,99819757.40795898
Z2-L03,ok,Track,192.168.123.196,-9,99816669.41625977,99816675.41625977
Z1-L11,ok,Track,192.168.123.184,-9,99802391.42407227,99802398.42407227
Z3-L02,ok,Track,192.168.123.161,-9,136660506.43164062,136660514.43164062
Z2-L06,ok,Track,192.168.123.245,-9,101659464.43945312,101659483.43945312
Z1-L02,ok,Track,192.168.123.201,-9,136691791.44726562,136691801.44726562
Z2-L07,ok,Track,192.168.123.230,-9,99812642.45581055,99812650.45581055
Z4-L02,failed,Track,192.168.123.188,-9,807046647.4641113,807046672.4641113
Z3-L01,ok,Track,192.168.123.228,-9,136707862.47192383,136706503.47192383
Z1-L09,ok,Track,192.168.123.191,-9,99797820.48022461,99797822.48022461
Z2-L09,ok,Moved,192.168.123.221,-9,979516651.4851074,979516662.4851074
Z2-L02,ok,Track,192.168.123.215,-9,99820593.49047852,99820601.49047852
Z4-L09,ok,Track,192.168.123.168,-9,99994302.49536133,99994305.49536133
Z1-L14,ok,Track,192.168.123.227,-9,99833516.5,99833537.5
Z2-L01,waiting,Track,None,-9,1607891176027.5059,99833537.50585938
Z3-L11,waiting,Track,None,-9,1607891176027.5168,99833537.5168457
Z4-L11,ok,Track,192.168.123.185,-9,101670289.52197266,101666874.52197266
Z2-L04,ok,Track,192.168.123.190,-9,101672389.52734375,101672396.52734375
Z2-L05,ok,Track,192.168.123.204,-9,99803198.53222656,99803200.53222656
Z4-L06,failed,Track,192.168.123.249,-9,807047101.5373535,807046975.5373535
Z3-L12,ok,Track,192.168.123.193,-9,99994081.54223633,99961953.54223633
