Z1-L06,ok,Track,192.168.123.194,-9,96172725.85571289,96172456.85571289
Z4-L08,ok,Track,192.168.123.154,-9,98273133.87329102,97996859.87329102
Z2-L08,ok,Track,192.168.123.156,-9,98015908.87890625,98011090.87890625
Z1-L13,ok,Track,192.168.123.165,-9,96146121.88427734,96145411.88427734
Z1-L05,ok,Track,192.168.123.152,-9,96155230.88891602,96155242.88891602
Z3-L09,ok,Track,192.168.123.173,-9,96153338.89331055,96153340.89331055
Z3-L10,ok,Track,192.168.123.225,-9,96372299.89770508,96303967.89770508
Z4-L03,waiting,Track,None,-9,1607887517114.9023,96303967.90234375
Z4-L07,ok,Track,192.168.123.178,-9,96334048.90893555,96334067.90893555
Z1-L12,ok,Track,192.168.123.237,-9,96171736.91333008,96165483.91333008
Z1-L10,waiting,Track,None,-9,1607887517114.9175,96165483.91748047
Z1-L04,ok,Track,192.168.123.176,-9,96151496.92236328,96151502.92236328
Z4-L05,failed,Track,192.168.123.235,-9,803387752.9265137,803387759.9265137
Z4-L04,failed,Track,192.168.123.226,-9,803387754.9311523,803387759.9311523
Z4-L01,failed,Track,192.168.123.186,-9,803387744.9355469,803387759.9355469
Z1-L03,ok,Track,192.168.123.163,-9,96139099.9399414,96139101.9399414
Z1-L01,failed,Track,192.168.123.198,-9,133034212.94433594,133034217.94433594
Z1-L07,ok,Track,192.168.123.181,-9,96139211.9506836,96139214.9506836
Z1-L08,ok,Track,192.168.123.189,-9,96154729.95483398,96154731.95483398
Z3-L03,ok,Track,192.168.123.167,-9,96156627.95947266,96156634.95947266
Z3-L04,ok,Track,192.168.123.212,-9,96162167.96362305,96160844.96362305
Z2-L03,ok,Track,192.168.123.196,-9,96157756.96777344,96157762.96777344
Z1-L11,ok,Track,192.168.123.184,-9,96143478.97192383,96143485.97192383
Z3-L02,ok,Track,192.168.123.161,-9,133001593.97583008,133001601.97583008
Z2-L06,ok,Track,192.168.123.245,-9,98000551.98071289,98000570.98071289
Z1-L02,ok,Track,192.168.123.201,-9,133032878.98510742,133032888.98510742
Z2-L07,ok,Track,192.168.123.230,-9,96153729.98925781,96153737.98925781
Z4-L02,failed,Track,192.168.123.188,-9,803387734.9936523,803387759.9936523
Z3-L01,failed,Track,192.168.123.228,-9,133048949.99804688,133047590.99804688
Z1-L09,ok,Track,192.168.123.191,-9,96138908.0024414,96138910.0024414
Z2-L09,ok,Moved,192.168.123.221,-9,975857739.0063477,975857750.0063477
Z2-L02,ok,Track,192.168.123.215,-9,96161681.01074219,96161689.01074219
Z4-L09,ok,Track,192.168.123.168,-9,96335390.01538086,96335393.01538086
Z1-L14,ok,Track,192.168.123.227,-9,96174604.01953125,96174625.01953125
Z2-L01,waiting,Track,None,-9,1607887517115.024,96174625.02392578
Z3-L11,waiting,Track,None,-9,1607887517115.028,96174625.02807617
Z4-L11,ok,Track,192.168.123.185,-9,98011377.03466797,98007962.03466797
Z2-L04,ok,Track,192.168.123.190,-9,98013477.03881836,98013484.03881836
Z2-L05,ok,Track,192.168.123.204,-9,96144286.04321289,96144288.04321289
Z4-L06,failed,Track,192.168.123.249,-9,803388189.0471191,803388063.0471191
Z3-L12,ok,Track,192.168.123.193,-9,96335169.05151367,96303041.05151367
