Z1-L06,ok,Track,192.168.123.194,-9,95701611.1574707,95701342.1574707
Z4-L08,ok,Track,192.168.123.154,-9,97802019.18554688,97525745.18554688
Z2-L08,ok,Track,192.168.123.156,-9,97544794.1965332,97539976.1965332
Z1-L13,ok,Track,192.168.123.165,-9,95675007.20458984,95674297.20458984
Z1-L05,ok,Track,192.168.123.152,-9,95684116.21240234,95684128.21240234
Z3-L09,ok,Track,192.168.123.173,-9,95682224.22021484,95682226.22021484
Z3-L10,ok,Track,192.168.123.225,-9,95901185.22827148,95832853.22827148
Z4-L03,waiting,Track,None,-9,1607887046000.2358,95832853.23583984
Z4-L07,ok,Track,192.168.123.178,-9,95862934.24951172,95862953.24951172
Z1-L12,ok,Track,192.168.123.237,-9,95700622.25756836,95694369.25756836
Z1-L10,waiting,Track,None,-9,1607887046000.2654,95694369.26538086
Z1-L04,ok,Track,192.168.123.176,-9,95680382.27416992,95680388.27416992
Z4-L05,failed,Track,192.168.123.235,-9,802916638.2810059,802916645.2810059
Z4-L04,failed,Track,192.168.123.226,-9,802916640.2976074,802916645.2976074
Z4-L01,failed,Track,192.168.123.186,-9,802916630.3059082,802916645.3059082
Z1-L03,ok,Track,192.168.123.163,-9,95667985.31396484,95667987.31396484
Z1-L01,ok,Track,192.168.123.198,-9,132563098.3227539,132563103.3227539
Z1-L07,ok,Track,192.168.123.181,-9,95668097.3305664,95668100.3305664
Z1-L08,ok,Track,192.168.123.189,-9,95683615.33789062,95683617.33789062
Z3-L03,ok,Track,192.168.123.167,-9,95685513.34472656,95685520.34472656
Z3-L04,ok,Track,192.168.123.212,-9,95691053.35131836,95689730.35131836
Z2-L03,ok,Track,192.168.123.196,-9,95686642.3581543,95686648.3581543
Z1-L11,ok,Track,192.168.123.184,-9,95672364.36450195,95672371.36450195
Z3-L02,ok,Track,192.168.123.161,-9,132530479.37133789,132530487.37133789
Z2-L06,ok,Track,192.168.123.245,-9,97529437.37817383,97529456.37817383
Z1-L02,ok,Track,192.168.123.201,-9,132561764.38452148,132561774.38452148
Z2-L07,ok,Track,192.168.123.230,-9,95682615.39208984,95682623.39208984
Z4-L02,failed,Track,192.168.123.188,-9,802916620.3986816,802916645.3986816
Z3-L01,ok,Track,192.168.123.228,-9,132577835.40600586,132576476.40600586
Z1-L09,ok,Track,192.168.123.191,-9,95667793.41308594,95667795.41308594
Z2-L09,ok,Moved,192.168.123.221,-9,975386624.4196777,975386635.4196777
Z2-L02,ok,Track,192.168.123.215,-9,95690566.42626953,95690574.42626953
Z4-L09,ok,Track,192.168.123.168,-9,95864275.43286133,95864278.43286133
Z1-L14,ok,Track,192.168.123.227,-9,95703489.43896484,95703510.43896484
Z2-L01,waiting,Track,None,-9,1607887046000.4458,95703510.44580078
Z3-L11,waiting,Track,None,-9,1607887046000.4539,95703510.45385742
Z4-L11,ok,Track,192.168.123.185,-9,97540262.46191406,97536847.46191406
Z2-L04,ok,Track,192.168.123.190,-9,97542362.47216797,97542369.47216797
Z2-L05,ok,Track,192.168.123.204,-9,95673171.47973633,95673173.47973633
Z4-L06,failed,Track,192.168.123.249,-9,802917074.4873047,802916948.4873047
Z3-L12,ok,Track,192.168.123.193,-9,95864054.49536133,95831926.49536133
